id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
quilleco_f26235a16c,quilleco,Ordenanzas ordenadas\quilleco_dfl_adecua_modifica_y_establece_planta_de_personal_de_la_municipalidad_de_quille__19940905.pdf,ESCANEADO,40,no,,0,MEDIA,,"DFL 93-19.321 (DO 05-09-1994, edición completa de 40p), 'Adecua, modifica y establece Planta de Personal de la Municipalidad de Quilleco' (ver sumario p1, P.3). Es un decreto de dotación de personal municipal, sin relación alguna con el PRC ni con normas urbanísticas.",S3,2026-07-15T12:12:21
quillon_e5d21637ca,quillon,Ordenanzas Descargadas\1200 x\quillon_2143_aprueba_la_enmienda_a_plano_regulador__Exportar.pdf,TEXTO,1,si,1-1,1,MEDIA,TEXTO,"Decreto 2143 Quillon (2014): enmienda breve que renombra la zona ZE (sector sur poniente) a ZONA ZE-1, permitiendo equipamiento y educacional. Norma minima (cambio de uso de suelo), sin cuadro de condiciones de edificacion. Confianza MEDIA por lo escueto.",S2,2026-07-14T21:18:14
quillota_03b92dfd95,quillota,Ordenanzas Descargadas\1200 x\quillota_certificado_129_f_certificado_n129_avance_exposicion_publica_plan_regulador__f-CERTIFICADO_N__129_AVANCE_EXPOSICI__N_PUBLICA_PLAN_REGULADOR.pdf,TEXTO,1,no,,0,ALTA,TEXTO,"PURO TRAMITE: Certificado 129/2026, el Concejo Municipal de Quillota toma conocimiento del informe de avance de la Exposicion Publica del PRC (proceso de Actualizacion). Sin normas. Candidato a descarte.",S2,2026-07-14T21:18:14
quillota_16165a9b0f,quillota,Ordenanzas Descargadas\1200 x\quillota_certificado_112_f_certificado_n112_exposicion_plan_regulador_a_exp_publica__f-CERTIFICADO_N__112_EXPOSICION_PLAN_REGULADOR_A_EXP._PUBLICA.pdf,TEXTO,1,no,,0,MEDIA,,"Certificado N.112/2026: solo autoriza el inicio del periodo de Exposicion del Anteproyecto del PRC Quillota (Participacion Ciudadana). Puro tramite, sin norma alguna.",S3,2026-07-14T21:18:26
quillota_37d0cd79ad,quillota,Ordenanzas ordenadas\OCR ok\quillota_decreto_alcaldicio_55_da_55_ac_4_plan_regulador__DA_2055_20AC_204_20PLAN_20REGULADOR_firmado_firmado.pdf,TEXTO,1,no,,0,MEDIA,,"D.A.55/2023: promulga acuerdo N.04/2023 que solo deja constancia de la ENTREGA al Concejo de la 'Propuesta Programatica del Plan Regulador'. Puro tramite administrativo, sin transcribir contenido normativo.",S3,2026-07-14T21:18:26
quillota_4ee079f56d,quillota,Ordenanzas Descargadas\1200 x\quillota_decreto_alcaldicio_7565_7565_apruebase_autorizar_actualizacion_plan_regulador_co__7565%20APRUEBASE%20AUTORIZAR%20ACTUALIZACION%20PLAN%20REGULADOR%20(CONCEJO).PDF,ESCANEADO,1,no,,0,ALTA,texto,"Decreto Alcaldicio 7565 (06-ago-2018, 1p): promulga acuerdo del Concejo que autoriza el inicio del proceso aprobatorio del Informe de Evaluación Ambiental Estratégica del estudio 'Actualización PRC de Quillota'. Acto administrativo de inicio de trámite EAE, no contiene tabla de normas urbanísticas.",S2,2026-07-15T12:12:31
quillota_67d8ab085a,quillota,Ordenanzas ordenadas\OCR ok\quillota_decreto_alcaldicio_2338_termino_proceso_de_eval_ambl_estrat_anteproyecto_plan_re__f-id-2659-termino-proceso-eval-amb-anteproyecto-plan-regulador.pdf,TEXTO,82,si,77-79,3,MEDIA,TEXTO+VISUAL,"Dec.2338 termina proceso EAE del ANTEPROYECTO PRC Quillota. Es informe tecnico-ambiental (sintesis EAE, respuesta a 37 observaciones ciudadanas), NO el articulado de la Ordenanza (el propio doc aclara p.14 que las especificaciones estan en Memoria Explicativa y Ordenanza aparte, no incluidas aqui). p79 (num.impresa 76) 'Tabla 43 Comparativo de Densidades' por zona (ZC0=900, ZC1=650, ZC1b=350, ZR1=100, ZR2=250, ZR3=100, ZCH-1=300, ZCH-2=350 hab/ha) - SOLO densidad, sin COS/CC/altura/usos/predial/antejardin. p77 Tabla 42 (superficies en ha) EXCLUIDA por no ser parametro normativo. Revisadas las 45 paginas con imagen real (pdfimages): son fotos de avisos/certificados y planos ilustrativos de deslindes, sin tablas de norma ocultas. CONFIANZA MEDIA porque el dato es parcial (solo densidad) y la norma completa esta en otro documento no incluido en este PDF.",S3,2026-07-14T21:22:49
quillota_8ace0b6959,quillota,Ordenanzas Descargadas\1200 x\quillota_decreto_alcaldicio_7852_modifica_da_7379_de_010925_contratacion_servicio_ajuste___f-id_8606_modifica_da_7379_plan_regulador.pdf,TEXTO,6,no,,0,MEDIA,,"decreto administrativo: modifica bases de contratación (trato directo) del servicio de ajuste al anteproyecto del PRC, sin contenido normativo urbano",Ordenanzas S4,2026-07-14T21:19:44
quillota_ffb978b8cd,quillota,Ordenanzas Descargadas\1200 x\quillota_decreto_alcaldicio_7379_contratacion_trato_directo_ajuste_plan_regulador_comunal__f-id_8164_trato_directo_secplanfmw.pdf,TEXTO,20,no,,0,MEDIA,,"decreto administrativo: autoriza contratación trato directo del servicio de ajuste anteproyecto PRC (bases técnicas/administrativas de licitación), sin contenido normativo urbano - verificado sin coincidencias de términos normativos",Ordenanzas S4,2026-07-14T21:19:44
quilpue_17f18a5bc1,quilpue,Ordenanzas ordenadas\OCR ok\quilpue_2732_aprueba_actualizacion_al_plan_regulador_comunal_de_quilpue__2732.pdf,TEXTO,79,si,28-51,24,ALTA,TEXTO+VISUAL,"actualización PRC completa 2019: Cap.5 Normas Urbanísticas (Art.5.1) pág28(ZR1/ZR2)-51(hasta AVI4), todas las tablas de zona (usos de suelo + condiciones edificación) embebidas como IMAGEN, verificado visualmente en pág28,29,35,45,50,51. Pág51 termina Art.5.2 Incentivos; pág52 trae tablas de incentivos (no núcleo por zona) antes de Cap.6",Ordenanzas S4,2026-07-14T21:23:56
quilpue_64399949d6,quilpue,Ordenanzas Descargadas\1200 x\quilpue_1246_rectifica_planos_que_indica_del_plan_regulador_comunal_de_quilpue__1246.pdf,TEXTO,3,no,,0,MEDIA,,"rectifica error de transcripción en planos (elimina vía local 100), 'donde se grafica/se debe graficar' remite a planos gráficos sin tabla de normas",Ordenanzas S4,2026-07-14T21:20:03
quilpue_7bd4ab6426,quilpue,Ordenanzas ordenadas\OCR ok\quilpue_5573_aprueba_enmienda_del_plan_regulador_comunal_de_quilpue__2018-01-03-41947.pdf,TEXTO,2,no,,0,MEDIA,,"enmienda: reubica equipamiento Zona E a terreno adyacente y asigna normas ya existentes de Zona C al terreno liberado, sin cuadro normativo nuevo",Ordenanzas S4,2026-07-14T21:20:03
quilpue_8b1a7af58d,quilpue,Ordenanzas ordenadas\OCR ok\quilpue_1769_aprueba_fe_de_errata_del_plan_regulador_comunal__1769.pdf,TEXTO,4,no,,0,ALTA,TEXTO,"PURO TRAMITE: Decreto 1769 (2020) es una FE DE ERRATA del PRC Quilpue (actualizacion promulgada por decreto 2732/2019), y el propio texto aclara 'no alteran ni modifican su normativa'. Solo corrige errores de transcripcion de NOMENCLATURA en los planos (EI->EIa zona Equip. Intercomunal; AVC2->AVC4 Area Verde Comunal Privada; simbologia de ZR4,ZR5,ZR6,ZR7,ZR9,ZR10,ZRM2,ZM3,ZE1) y nombres de calles en el cuadro de vialidad (art.9.2). Sin valores de norma. La ordenanza real es el decreto 2732/2019 (buscar en la cola).",S2,2026-07-14T21:19:46
quinta_de_tilcoco_949103c511,quinta_de_tilcoco,Ordenanzas ordenadas\OCR ok\quinta_de_tilcoco_24_aprueba_plan_regulador_comunal__Exportar.pdf,TEXTO,8,si,6-6,1,MEDIA,TEXTO,"!!ALERTA CRITICA!! El CUADRO PRINCIPAL del PRC (art.23: usos de suelo permitidos/prohibidos + condiciones de subdivision y edificacion para TODAS las 11 zonas: ZU-1 a ZU-5, ZTE-1, ZTE-2, ZR, ZE-1 a ZE-4) esta AUSENTE de este PDF: el texto dice literalmente 'NOTA: VER DIARIO OFICIAL N.35.344 DEL DIA LUNES 18 DE DICIEMBRE DE 1995, PAGINAS 17-18'. Tambien esta ausente el cuadro de vialidad estructurante (art.26, mismo DO pagina 18) pero eso no importa por ser vialidad. Lo UNICO que SI aparece con valores reales en este PDF es el art.17 (p6): normas de servicentros/expendio de combustibles (predial min 1.500 m2 si via <15m, accesos 5 m, angulo 70, agrupamiento aislado) y GARAJES Y TALLERES MECANICOS (predial min 500 m2, frente 15 m, aislado). REQUIERE URGENTE conseguir el Diario Oficial 35.344 (18-12-1995) paginas 17-18 para no dejar Quinta de Tilcoco sin sus normas de zona.",S2,2026-07-14T21:20:55
quinta_de_tilcoco_a6b9eab47c,quinta_de_tilcoco,Ordenanzas ordenadas\OCR ok\quinta_de_tilcoco_289_aprueba_modificacion_n_1_del_plan_regulador_comunal_de_quinta_de_tilcoco__1197991.pdf,TEXTO,3,no,,0,ALTA,TEXTO,"SOLO VIALIDAD: Modificacion N1 PRC Quinta de Tilcoco (decreto 289/2017) solo modifica el art.26 (vialidad estructurante), incorporando nuevas vias (clasifica como via local las calles Juan Moura y Juan Leonardi) para el Comite Habitacional Villa Blanca. No fija norma de zona (usos, COS, CC, altura, etc.). 3 pags verificadas.",S2,2026-07-14T21:21:20
quinta_normal_501d5752c2,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_1626_promulga_modificacion_al_plan_regulador_comunal_de_quinta_normal__Exportar.pdf,TEXTO,4,si,2-3,2,ALTA,TEXTO,"Decreto 1626/2017, Modificacion N3 PRC Quinta Normal (zonas RM1 y RM2). Cuadros completos en texto: ZONA RM1 (vivienda/equipamiento: predial 120 m2, ocupacion 70%, agrupamiento aislado/pareado/continuo, altura 2 pisos+mansarda o 2 pisos continua, antejardin optativo, CC 1,2, densidad 400 hab/ha; grandes depositos/bodegas inofensivas: predial 1.500 m2, ocupacion 50%, altura 2 pisos, antejardin 5 m, CC 1,2). ZONA RM2 (vivienda: predial 120 m2, ocupacion 70%, altura 5 pisos aislada/pareada o 2 continua, CC 1,2, densidad 600 hab/ha; grandes depositos: predial 500 m2, ocupacion 70%, altura 3 pisos, CC 1,2; industria/talleres inofensivos: predial 2.000 m2, ocupacion 50%, altura 3 pisos, antejardin 10 m, CC 1,2).",S2,2026-07-14T21:21:50
quinta_normal_55e161ef13,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_529_aprueba_enmienda_al_plan_regulador__Exportar.pdf,TEXTO,1,si,1-1,1,ALTA,TEXTO,"Decreto 529/2001, enmienda PRC Quinta Normal: crea zona ZEC (calles Juan de Barros/Mapocho/Nicolas Palacios/Villasana) dentro de zona E, agregando uso permitido 'equipamiento de nivel vecinal'. Norma en PROSA: a la zona ZEC se le aplican las MISMAS normativas de la zona E (superficie predial, frente predial minimo, % ocupacion, agrupamiento, altura, distanciamiento) -- por remision, no valores propios.",S2,2026-07-14T21:21:50
quinta_normal_6a6615a009,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_1653_promulga_la_enmienda_n_01_al_plan_regulador_comunal_de_quinta_normal__download.aspx.pdf,TEXTO,1,no,,0,ALTA,TEXTO+VISUAL,"QUINTA NORMAL: Diario Oficial 12-ago-2025 (1p), solo INFORMA que se promulgo la Enmienda 01 mediante decreto 1653 (30-jul-2025), remitiendo la Memoria Explicativa y el decreto al SITIO WEB MUNICIPAL. No transcribe ninguna norma. La imagen grande de la pagina (1181x598) es solo el escudo municipal, verificado visualmente. El contenido real de la Enmienda 01 hay que buscarlo en otro documento (probablemente solo en la web municipal).",S1,2026-07-14T21:21:50
quinta_normal_81962e5910,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_70_aprueba_plan_regulador_comunal_de_quinta_normal__Exportar.pdf,TEXTO,24,si,12-19,8,ALTA,TEXTO+VISUAL,"QUINTA NORMAL: Decreto 70 (BCN LeyChile, 24p), aprueba el PRC. Cap IV Art 22-24, p12-19: zonas RM1, RM2, SM, SC, CC, MI, IE, D, AR, cada una con usos permitidos-prohibidos y condiciones de subdivision predial y edificacion (predial minima, COS, agrupamiento, rasantes-distanciamientos, altura, antejardin, CC, densidad bruta). Cierra en p19 (Zona AR = no se permite edificacion) al empezar Cap V Vialidad. TEXTO NATIVO LIMPIO sin trampa: pdfimages solo muestra banner BCN repetido (max 596x102), sin JPEGs de tabla; sin delatores. 2 pags verificadas visualmente (bordes 12 y 19). NO incluidos: Art 15 (p6, mini-cuadro de estandares para terminales de transporte, transversal a cualquier zona) y Art 17 (p7-10, estacionamientos minimos por uso, sin COS-altura).",S1,2026-07-14T21:22:21
quinta_normal_8d2cec4105,quinta_normal,Ordenanzas ordenadas\quinta_normal_1381_aprobacion_de_plan_regulador_de_quinta_normal__2019 DECRETO Nº1381.pdf,ESCANEADO,43,si,12-30,19,ALTA,visual,"Decreto de aprobacion PRC Quinta Normal 2019 (PRCQN-2019). Cuadros NORMAS DE EDIFICACION Y SUBDIVISION (predial minima, densidad bruta, altura max edificacion/continua en metros y pisos, COS, CC, antejardin, distanciamiento/rasante/ochavos/adosamientos segun OGUC) en Titulo II Cap.1 Art.12 Zonas: p.12 Zona A, p.13 Zona B, p.14 Zona C, p.15 Zona D, p.16 Zona E, p.17 Zona F, p.18 Zona G, p.19 Zona H, p.20 Zona I, p.21 Zona J, p.22 Zona K, p.23 Zona L, p.24 Zona M, p.25 Zona N, p.26 Zona O, p.27 ZCH-1, p.28 ZCH-2, p.29 ZCH-3, p.30 Zona IE y Zona IT. Todas las zonas verificadas como de Quinta Normal (codigos PRCQN, calles San Pablo/Matucana/Mapocho/Carrascal propias de la comuna). EXCLUI: p.5-6 tabla de coordenadas de limite urbano, p.8-10 tablas de dotacion de estacionamientos (uso de suelo vs estacionamiento vehicular/bicicleta, no son normas de edificacion), p.31-32 fajas de resguardo ferroviario/energetico (no tabla numerica de zona), p.33 tabla ICH (solo remite a norma de su zona de emplazamiento, sin cifras propias), p.34 zonas PM/PI/AVP (sin cuadro numerico, solo remiten a articulos PRMS), p.36-41 tablas de vialidad estructurante (vias expresas/troncales/colectoras/servicio: nombre, ancho, tramo).",S2,2026-07-15T12:15:01
quinta_normal_c39f646dce,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_192_promulga_modificacion_al_plan_regulador_comunal_de_quinta_normal__Exportar.pdf,TEXTO,11,si,7-11,5,ALTA,TEXTO+VISUAL,"QUINTA NORMAL: Decreto 192 (BCN LeyChile, 11p), Modificacion N2 (MPRC-QN-02) al PRC. Ajusta limite urbano, zonas E-D-AR y CREA la zona C. Normas en p7-11, TEXTO PLANO LIMPIO (sin trampa): ZONA SM, ZONA MI, ZONA E (p7-9) y ZONA C nueva (p10-11), cada una con predial minima, porcentaje de ocupacion maxima, agrupamiento, rasante-distanciamiento, altura maxima, CC, densidad bruta maxima. Hay DOS tablas-imagen confirmadas en p4 y p5 pero son secundarias: p4 = deslindes del poligono urbano (JPEG 528x714, no es norma de zona), p5 = estacionamientos minimos por tipo de vivienda social-colectiva (JPEG 528x220, fuera de la definicion de norma urbanistica). Ninguna de las dos afecta la tabla objetivo. 2 pags verificadas visualmente.",S1,2026-07-14T21:22:54
quinta_normal_caf0ed9ef8,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_36_modifica_plan_regulador_comunal_de_quinta_normal__Exportar.pdf,TEXTO,3,si,1-3,3,ALTA,TEXTO,"QUINTA NORMAL: Resolucion 36 (1990, BCN LeyChile, 3p), Ministerio de Vivienda, modifica el PRC (Decreto Supremo 70-1987). Rica en normas, TODO EN TEXTO PLANO sin trampa: reasigna zonificacion en varios poligonos (RM-2 pasa a MI, MI pasa a D, etc); modifica el Plan Seccional Costanera Sur; y modifica varios articulos de la Ordenanza: Art 12 altura maxima de muros medianeros (2,00 m vivienda, 3,50 m otros usos), Art 13 antejardin optativo (3,00 a 5,00 m, minimo 3,00 m si hay antejardines consolidados), Art 18 cambia guarismo de 18 a 15 metros, y complementa el Art 24 con usos permitidos-prohibidos y condiciones de subdivision-edificacion para las zonas RM-1, RM-2, SM, SC, CC, MI (agrega talleres inofensivos como uso permitido o prohibido segun zona, agrega sistema de agrupamiento pareado y continuo con altura maxima 4 m en construccion continua para SM y MI). Tambien reemplaza un cuadro de vias estructurantes comunales (Neptuno), pero es vialidad, fuera de alcance. Documento completo en 3 paginas.",S1,2026-07-14T21:22:09
quinta_normal_f5915afe6f,quinta_normal,Ordenanzas ordenadas\OCR ok\quinta_normal_649_modifica_ordenanza_del_plan_regulador_comunal__Exportar.pdf,TEXTO,9,si,4-9,6,ALTA,TEXTO,"QUINTA NORMAL: Decreto 649 (2002, BCN LeyChile, 9p), Modifica Ordenanza del PRC: incorpora la ZONA E (parte de la zona E reglamentada antes en el PRC de Santiago). Normas en p4-9, EN TEXTO PLANO RICO Y COMPLETO (sin trampa, 3 delatores verificados como frases 'reemplazase el texto del articulo X por lo siguiente' seguidas SI de contenido real): Zona E completa con usos permitidos y prohibidos, y Condiciones de Subdivision Predial y Edificacion separadas por uso (para vivienda: predial minima 100 m2, frente 6 m, ocupacion 80 por ciento, agrupamiento aislado-pareado-continuo, altura 15 m pareado y 18 m continuo, antejardin optativo, estacionamientos segun PRMS; para equipamiento menor de combustibles; para industria y terminales de transporte: predial minima 1.500 m2, frente 25 m, agrupamiento aislado, ocupacion 70 por ciento, antejardin 5-10 m; para otros usos permitidos: predial minima 300 m2, frente 12 m, ocupacion 70 por ciento). p1-3 son considerandos y la reforma de articulos generales (limite urbano, poligono con coordenadas de puntos y tramos 5a-5e y 6, listado de zonas). p4 imagen declarada es solo logo BCN.",S1,2026-07-14T21:22:09
quintero_3b851b4c0a,quintero,Ordenanzas ordenadas\OCR ok\quintero_1191_desafecta_la_declaratoria_de_utilidad_publica_contemplada_en_el_plan_regula__do-20151003.pdf,TEXTO,2,no,,0,MEDIA,,"TRAMPA comuna ajena: PDF recorta 2 páginas de edición DO 03-oct-2015 (portada+sumario y la página con el decreto). Contenido de Quintero: solo desafecta declaratoria utilidad pública para ensanche Av. Normandie 4m, sin cuadro normativo. La página también trae decreto de Lo Barnechea (ajuste polígono zona E, sin tabla) y inicio de ordenanza de Doñihue (tarifas municipales, irrelevante)",Ordenanzas S4,2026-07-14T21:21:39
quintero_c361ecee6b,quintero,Ordenanzas Descargadas\1200 x\quintero_decreto_alcaldicio_n3880_apruebase_la_modificacion_de_con_el_gobierno_regional_d__Decreto%20Alcaldicio%20N%203880%20de%20fecha%2018-07-2024%20Depto-%20%20Secplan..pdf,ESCANEADO,7,no,,0,ALTA,texto,"Decreto Alcaldicio 3880 (18-jul-2024, 7p): aprueba modificación del Convenio Mandato con el Gobierno Regional de Valparaíso para incrementar el presupuesto del estudio 'Actualización PRC de Quintero' (de $207.285.000 a $432.426.000). Acto administrativo financiero, no contiene tabla de normas urbanísticas.",S2,2026-07-15T12:12:31
rancagua_03db08bb67,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_236_aprueba_modificiacion_del_plan_regulador_comunal_de_rancagua_tramitacion_n17__Exportar.pdf,MIXTO,5,no,,0,MEDIA,,"modificación Tramitación N17: solo clasificación de vialidad estructurante (Art.32) y prórroga de declaratoria utilidad pública de parques y vías; tablas son de vialidad, no normas urbanísticas de zona",Ordenanzas S4,2026-07-15T08:03:23
rancagua_12eb3db158,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_decreto_3326_aprueba_plan_regulador_comunal_de_rancagua__2020-12-D-3326.pdf,TEXTO,3,no,,0,MEDIA,,"aprueba modificación N22 Eje Estado (zona conservación histórica), pero el 'Texto Modificatorio de la Ordenanza Local' con las condiciones de edificación NO está adjunto en este PDF, solo el decreto de aprobación que lo referencia como documento separado",Ordenanzas S4,2026-07-14T21:22:12
rancagua_195af91105,rancagua,Ordenanzas Descargadas\1200 x\rancagua_3015_inicio_del_procedimiento_de_la_evauacion_ambiental_estrategica_para_la_actu__2018-06-PUB.pdf,ESCANEADO,5,no,,0,ALTA,texto,"Ordinario Alcaldía 3.015 (2018, 5p): inicia el proceso de Evaluación Ambiental Estratégica para la Modificación N21 del PRC de Rancagua (antecedentes, fines y metas del estudio). Documento procedimental/EAE, no contiene tabla de normas urbanísticas.",S2,2026-07-15T12:12:31
rancagua_308c1c986d,rancagua,Ordenanzas Descargadas\1200 x\rancagua_559_y_764_modificacion_al_planregulador_comunal_de_rancagua_plan_seccional_n21_y__2372308.pdf,TEXTO,67,si,"18-44,65-66",29,ALTA,TEXTO+VISUAL,"cuadros 'Normas de uso de suelo' y 'Normas de subdivisión predial y edificación' (COS, coef. constructibilidad, superficie predial mínima, densidad, altura máxima, sistema de agrupamiento, antejardín, distanciamientos, rasantes, ochavos) embebidos como imagen JPEG por zona (R1..R6, SM1..SM4, BR-M1..M5, BR-SM1-2, IA, IE, IT-1, EQS, EQ-SC, EQ-CB, EQ-CB1, EQ-PU-1, C1, CU, EX1-3, BRO, EQ-CBSO, RAM, Z11B-1, EQ-D, EQ-EDS) verificados visualmente en 20+ páginas muestreadas dentro de 18-44 y 65-66; el bloque 46-64 es tabla de renombre de calles/parques y ciclovías (irrelevante), y 1-17 es articulado/vistos sin tablas de normas",Ordenanzas S4,2026-07-14T21:45:00
rancagua_429bc3d367,rancagua,Ordenanzas Descargadas\1200 x\rancagua_decreto_744_modificacion_al_plan_regulador_comunal_seccional_centro_de_rehabilit__2023-03-D-744.pdf,TEXTO,3,no,,0,MEDIA,,"solo inicia proceso de modificación (seccional Centro Rehabilitación Teletón) para admitir uso de suelo Salud, trámite de inicio sin contenido normativo",Ordenanzas S4,2026-07-14T21:22:12
rancagua_4744d3b687,rancagua,Ordenanzas ordenadas\rancagua_decreto_2238_asignase_las_condiciones_de_la_zona_r2_establecidas_en_el_articulo___2019-05-D-2238.pdf,ESCANEADO,2,no,,0,ALTA,texto,"Decreto Exento 2238 (07-may-2019, 2p): ASIGNASE al predio Rol 785-30 (cuya afectación EQ-PU2 caducó) las condiciones de la Zona R2, remitiendo al 'artículo 29 de la Ordenanza del PRC de Rancagua' — documento externo no incluido en este PDF. No trae ningún valor numérico de norma urbanística en el propio texto (a diferencia de gorbea_942ca3c488 donde sí había valores embebidos).",S2,2026-07-15T12:12:31
rancagua_54c26a43fb,rancagua,Ordenanzas Descargadas\1200 x\rancagua_decreto_419_fonfo_fijo_para_modificacion_plano_regulador__2016-2-D-419.pdf,ESCANEADO,1,no,,0,ALTA,texto,"Decreto de Pago 419 (08-feb-2016, 1p): pago de $500.000 por 'Fondo Fijo para Modificación Plano Regulador'. Comprobante contable, no contiene norma urbanística.",S2,2026-07-15T12:14:47
rancagua_6d8f185f4c,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_no_aplica_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua__Exportar.pdf,TEXTO,2,si,1-2,2,ALTA,TEXTO,"fe de erratas Tramitación N16: reproduce completo usos de suelo permitidos y prohibidos de ZONA EX6 (Extensión urbana 6), texto nativo; no incluye cuadro numérico COS/CC/altura (solo usos)",Ordenanzas S4,2026-07-14T21:22:13
rancagua_7b648e4470,rancagua,Ordenanzas Descargadas\1200 x\rancagua_3490_complementado_por_decreto_alcaldicio_4558_dispuso_expropiacion_para_efectos__2016-11-D-3490.pdf,ESCANEADO,2,no,,0,ALTA,texto,"Extracto Decreto Alcaldicio 3.490 (24-ago-2016, 2p, Diario Oficial): dispone expropiación de parte del inmueble Santa Mónica 800 (Lote A, 1.710,67 m2) para cumplir normas del PRC de Rancagua, fija indemnización provisoria $30.069.738. Acto de expropiación con listado de 36 propietarios y deslindes — no contiene tabla de normas urbanísticas.",S2,2026-07-15T12:14:47
rancagua_7d5bf4ae8f,rancagua,Ordenanzas Descargadas\1200 x\rancagua_2017_prorroga_de_congelamiento_del_area_de_estudio_del_proyecto_modificacion_al___2013-05-D-2017.pdf,ESCANEADO,5,no,,0,ALTA,texto,"Decreto Alcaldicio (16-may-2013, 5p, Diario Oficial 40.572): declara prórroga por 6 meses del congelamiento (Art.117 LGUC) de un polígono A-B-C-D-E-F-G-H-I-J-K-L-M-N-A del sector Ex Ruta 5 Sur (Modificación PRC N20), para postergar permisos de subdivisión/loteo/urbanización mientras se estudia la modificación. p.5 trae plano con nombres de zona (EX1, EX2, AR-1, SM1, IE) pero SIN cuadro numérico de normas — es solo congelamiento administrativo, no fija normas.",S2,2026-07-15T12:14:47
rancagua_7ea02082d3,rancagua,Ordenanzas ordenadas\rancagua_5415_modificacion_no_20_al_plan_regulador_comunal_rancagua_sector_ex_ruta_5_sur__2017-02-PDO-41655-2.pdf,ESCANEADO,30,si,8-19,12,ALTA,visual,"Diario Oficial N41.655, 11-01-2017, Modificacion N20 PRC Rancagua Sector Ex Ruta 5 Sur (decreto 5415 exento, 28-12-2016). Tema 3 (Modificaciones y correcciones a la Ordenanza Local en cuanto a zonificacion) trae cuadros numericos completos (superficie predial minima, densidad maxima, sistema de agrupamiento, antejardin, distanciamientos, altura de edificacion, rasante, adosamientos, coeficiente de constructibilidad CC y coeficiente de ocupacion de suelo COS) por zona: SM4 Zona Mixta 4 Frente Rio Cachapoal (p.8-9), BR-M1 Subcentro de Equipamiento (p.9-11), BR-M2 Reconversion Centro Norte (p.10-11), BR-M3 Reconversion Centro Sur (p.11-12), BR-M4 Equipamiento e Infraestructura Sanitaria (p.13), BR-MS1 Barrio Empresarial (p.14), BR-MS2 Barrio Empresarial Sur (p.15), R6 Barrio La Granja (p.16-17), EX8 Barrio Norte (p.17), IT-1 Infraestructura de Transporte-Terminales de Buses (p.18), PU1-AV Area Verde Parque Urbano 1 (p.18), y modificacion de zona BRO existente (p.19, tabla con predial/densidad/CC/COS). Todas las zonas corresponden a Rancagua (decreto explicito Municipalidad de Rancagua, planos MPRC-R_Ruta 5 Sur), sin mezcla de otra comuna. EXCLUI: p.1-2 (considerandos/decreto administrativo), p.3-7 Tema1/Tema2 (tablas de coordenadas UTM de vertices A-AF y puntos 1-23 del limite urbano/poligono de congelamiento, no son normas urbanisticas), p.19-20 zona PU1-EP y Z12 (solo texto/definicion, sin cuadro numerico), p.20-23 Tema4 (tablas de estandares de estacionamientos, no son COS/CC/altura/etc), p.23-30 Tema5 (tablas de vialidad estructurante: nombre de via, ancho, categoria - no son normas de zona).",S2,2026-07-15T12:17:24
rancagua_83558ebcb4,rancagua,Ordenanzas Descargadas\1200 x\rancagua_decreto_421_occh_917_laminas_de_exposicion_plan_regulador_comunal_depto_patr__2021-02-D-421.pdf,ESCANEADO,1,no,,0,ALTA,texto,"Decreto de Pago 421 (05-feb-2021, 1p): pago de $95.200 por 'OCCH 917 / Láminas de Exposición Plan Regulador Comunal'. Comprobante contable de servicios de impresión, no contiene norma urbanística.",S2,2026-07-15T12:14:47
rancagua_8cd0878710,rancagua,Ordenanzas ordenadas\rancagua_decreto_4333_de_n3326_public_en_diario_oficial_modificacion_al_plan_regulador__2021-11-D-4333.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto de PAGO municipal (N4333) por publicacion en Diario Oficial de modificacion PRC. Sin texto normativo ni tabla de zonas, solo orden de pago administrativo.",Ordenanzas S5,2026-07-15T12:16:49
rancagua_9b64f87c6e,rancagua,Ordenanzas ordenadas\rancagua_decreto_488_ex_414_planos_plan_regulador_comuna_de_rancagua__2017-2-D-488.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto de PAGO municipal (N488) por gastos notariales/judiciales relacionados a EX.414/PLANOS Plan Regulador. Sin planos ni tabla normativa, solo orden de pago administrativo.",Ordenanzas S5,2026-07-15T12:16:50
